"region";"age";"industry (SIC2007)";"working hours";"Employees by place of residence 2019";"Employees by place of work 2019"
"K-1820 Alstahaug";"20-66 years";"41-43 Construction";"Part-time";29;30
"K-1820 Alstahaug";"20-66 years";"41-43 Construction";"Full-time";208;214
"K-1822 Leirfjord";"15-74 years";"00-99 All industries";"Part-time";292;166
"K-1822 Leirfjord";"15-74 years";"00-99 All industries";"Full-time";662;353
"K-1822 Leirfjord";"15-74 years";"05-09 Mining and quarrying";"Part-time";3;0
"K-1822 Leirfjord";"15-74 years";"05-09 Mining and quarrying";"Full-time";36;17
"K-1822 Leirfjord";"15-74 years";"41-43 Construction";"Part-time";17;13
"K-1822 Leirfjord";"15-74 years";"41-43 Construction";"Full-time";113;57
"K-1822 Leirfjord";"20-66 years";"00-99 All industries";"Part-time";251;146
"K-1822 Leirfjord";"20-66 years";"00-99 All industries";"Full-time";645;350
"K-1822 Leirfjord";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1822 Leirfjord";"20-66 years";"05-09 Mining and quarrying";"Full-time";34;17
"K-1822 Leirfjord";"20-66 years";"41-43 Construction";"Part-time";16;12
"K-1822 Leirfjord";"20-66 years";"41-43 Construction";"Full-time";105;53
"K-1824 Vefsn";"15-74 years";"00-99 All industries";"Part-time";1846;1897
"K-1824 Vefsn";"15-74 years";"00-99 All industries";"Full-time";4528;4847
"K-1824 Vefsn";"15-74 years";"05-09 Mining and quarrying";"Part-time";3;3
"K-1824 Vefsn";"15-74 years";"05-09 Mining and quarrying";"Full-time";48;12
"K-1824 Vefsn";"15-74 years";"41-43 Construction";"Part-time";66;90
"K-1824 Vefsn";"15-74 years";"41-43 Construction";"Full-time";497;728
"K-1824 Vefsn";"20-66 years";"00-99 All industries";"Part-time";1556;1596
"K-1824 Vefsn";"20-66 years";"00-99 All industries";"Full-time";4367;4667
"K-1824 Vefsn";"20-66 years";"05-09 Mining and quarrying";"Part-time";3;0
"K-1824 Vefsn";"20-66 years";"05-09 Mining and quarrying";"Full-time";46;12
"K-1824 Vefsn";"20-66 years";"41-43 Construction";"Part-time";54;77
"K-1824 Vefsn";"20-66 years";"41-43 Construction";"Full-time";475;698
"K-1825 Grane";"15-74 years";"00-99 All industries";"Part-time";223;188
"K-1825 Grane";"15-74 years";"00-99 All industries";"Full-time";450;339
"K-1825 Grane";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1825 Grane";"15-74 years";"05-09 Mining and quarrying";"Full-time";5;0
"K-1825 Grane";"15-74 years";"41-43 Construction";"Part-time";5;3
"K-1825 Grane";"15-74 years";"41-43 Construction";"Full-time";61;74
"K-1825 Grane";"20-66 years";"00-99 All industries";"Part-time";194;166
"K-1825 Grane";"20-66 years";"00-99 All industries";"Full-time";420;320
"K-1825 Grane";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1825 Grane";"20-66 years";"05-09 Mining and quarrying";"Full-time";5;0
"K-1825 Grane";"20-66 years";"41-43 Construction";"Part-time";3;3
"K-1825 Grane";"20-66 years";"41-43 Construction";"Full-time";55;65
"K-1826 Hattfjelldal";"15-74 years";"00-99 All industries";"Part-time";250;220
"K-1826 Hattfjelldal";"15-74 years";"00-99 All industries";"Full-time";320;275
"K-1826 Hattfjelldal";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1826 Hattfjelldal";"15-74 years";"05-09 Mining and quarrying";"Full-time";6;0
"K-1826 Hattfjelldal";"15-74 years";"41-43 Construction";"Part-time";6;5
"K-1826 Hattfjelldal";"15-74 years";"41-43 Construction";"Full-time";48;23
"K-1826 Hattfjelldal";"20-66 years";"00-99 All industries";"Part-time";206;177
"K-1826 Hattfjelldal";"20-66 years";"00-99 All industries";"Full-time";303;264
"K-1826 Hattfjelldal";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1826 Hattfjelldal";"20-66 years";"05-09 Mining and quarrying";"Full-time";6;0
"K-1826 Hattfjelldal";"20-66 years";"41-43 Construction";"Part-time";4;4
"K-1826 Hattfjelldal";"20-66 years";"41-43 Construction";"Full-time";40;20
"K-1827 D?nna";"15-74 years";"00-99 All industries";"Part-time";193;174
"K-1827 D?nna";"15-74 years";"00-99 All industries";"Full-time";341;248
"K-1827 D?nna";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1827 D?nna";"15-74 years";"05-09 Mining and quarrying";"Full-time";11;0
"K-1827 D?nna";"15-74 years";"41-43 Construction";"Part-time";3;3
"K-1827 D?nna";"15-74 years";"41-43 Construction";"Full-time";23;9
"K-1827 D?nna";"20-66 years";"00-99 All industries";"Part-time";165;143
"K-1827 D?nna";"20-66 years";"00-99 All industries";"Full-time";313;231
"K-1827 D?nna";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1827 D?nna";"20-66 years";"05-09 Mining and quarrying";"Full-time";11;0
"K-1827 D?nna";"20-66 years";"41-43 Construction";"Part-time";3;3
"K-1827 D?nna";"20-66 years";"41-43 Construction";"Full-time";20;7
"K-1828 Nesna";"15-74 years";"00-99 All industries";"Part-time";261;226
"K-1828 Nesna";"15-74 years";"00-99 All industries";"Full-time";505;460
"K-1828 Nesna";"15-74 years";"05-09 Mining and quarrying";"Part-time";3;3
"K-1828 Nesna";"15-74 years";"05-09 Mining and quarrying";"Full-time";19;30
"K-1828 Nesna";"15-74 years";"41-43 Construction";"Part-time";8;7
"K-1828 Nesna";"15-74 years";"41-43 Construction";"Full-time";52;32
"K-1828 Nesna";"20-66 years";"00-99 All industries";"Part-time";224;198
"K-1828 Nesna";"20-66 years";"00-99 All industries";"Full-time";481;443
"K-1828 Nesna";"20-66 years";"05-09 Mining and quarrying";"Part-time";3;3
"K-1828 Nesna";"20-66 years";"05-09 Mining and quarrying";"Full-time";19;28
"K-1828 Nesna";"20-66 years";"41-43 Construction";"Part-time";4;4
"K-1828 Nesna";"20-66 years";"41-43 Construction";"Full-time";44;27
"K-1832 Hemnes";"15-74 years";"00-99 All industries";"Part-time";688;584
"K-1832 Hemnes";"15-74 years";"00-99 All industries";"Full-time";1276;844
"K-1832 Hemnes";"15-74 years";"05-09 Mining and quarrying";"Part-time";3;0
"K-1832 Hemnes";"15-74 years";"05-09 Mining and quarrying";"Full-time";29;0
"K-1832 Hemnes";"15-74 years";"41-43 Construction";"Part-time";28;31
"K-1832 Hemnes";"15-74 years";"41-43 Construction";"Full-time";208;155
"K-1832 Hemnes";"20-66 years";"00-99 All industries";"Part-time";601;516
"K-1832 Hemnes";"20-66 years";"00-99 All industries";"Full-time";1220;820
"K-1832 Hemnes";"20-66 years";"05-09 Mining and quarrying";"Part-time";3;0
"K-1832 Hemnes";"20-66 years";"05-09 Mining and quarrying";"Full-time";28;0
"K-1832 Hemnes";"20-66 years";"41-43 Construction";"Part-time";25;27
"K-1832 Hemnes";"20-66 years";"41-43 Construction";"Full-time";195;149
"K-1833 Rana";"15-74 years";"00-99 All industries";"Part-time";3228;3230
"K-1833 Rana";"15-74 years";"00-99 All industries";"Full-time";9475;9755
"K-1833 Rana";"15-74 years";"05-09 Mining and quarrying";"Part-time";12;25
"K-1833 Rana";"15-74 years";"05-09 Mining and quarrying";"Full-time";340;392
"K-1833 Rana";"15-74 years";"41-43 Construction";"Part-time";82;83
"K-1833 Rana";"15-74 years";"41-43 Construction";"Full-time";1147;1190
"K-1833 Rana";"20-66 years";"00-99 All industries";"Part-time";2691;2690
"K-1833 Rana";"20-66 years";"00-99 All industries";"Full-time";9154;9388
"K-1833 Rana";"20-66 years";"05-09 Mining and quarrying";"Part-time";11;21
"K-1833 Rana";"20-66 years";"05-09 Mining and quarrying";"Full-time";330;374
"K-1833 Rana";"20-66 years";"41-43 Construction";"Part-time";66;66
"K-1833 Rana";"20-66 years";"41-43 Construction";"Full-time";1092;1122
"K-1834 Lur?y";"15-74 years";"00-99 All industries";"Part-time";278;271
"K-1834 Lur?y";"15-74 years";"00-99 All industries";"Full-time";536;580
"K-1834 Lur?y";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1834 Lur?y";"15-74 years";"05-09 Mining and quarrying";"Full-time";7;0
"K-1834 Lur?y";"15-74 years";"41-43 Construction";"Part-time";10;10
"K-1834 Lur?y";"15-74 years";"41-43 Construction";"Full-time";56;47
"K-1834 Lur?y";"20-66 years";"00-99 All industries";"Part-time";244;234
"K-1834 Lur?y";"20-66 years";"00-99 All industries";"Full-time";517;562
"K-1834 Lur?y";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1834 Lur?y";"20-66 years";"05-09 Mining and quarrying";"Full-time";7;0
"K-1834 Lur?y";"20-66 years";"41-43 Construction";"Part-time";7;6
"K-1834 Lur?y";"20-66 years";"41-43 Construction";"Full-time";51;43
"K-1835 Tr?na";"15-74 years";"00-99 All industries";"Part-time";64;54
"K-1835 Tr?na";"15-74 years";"00-99 All industries";"Full-time";130;113
"K-1835 Tr?na";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1835 Tr?na";"15-74 years";"05-09 Mining and quarrying";"Full-time";3;0
"K-1835 Tr?na";"15-74 years";"41-43 Construction";"Part-time";5;6
"K-1835 Tr?na";"15-74 years";"41-43 Construction";"Full-time";4;4
"K-1835 Tr?na";"20-66 years";"00-99 All industries";"Part-time";52;48
"K-1835 Tr?na";"20-66 years";"00-99 All industries";"Full-time";129;109
"K-1835 Tr?na";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1835 Tr?na";"20-66 years";"05-09 Mining and quarrying";"Full-time";3;0
"K-1835 Tr?na";"20-66 years";"41-43 Construction";"Part-time";5;6
"K-1835 Tr?na";"20-66 years";"41-43 Construction";"Full-time";4;4
"K-1836 R?d?y";"15-74 years";"00-99 All industries";"Part-time";225;169
"K-1836 R?d?y";"15-74 years";"00-99 All industries";"Full-time";303;234
"K-1836 R?d?y";"15-74 years";"05-09 Mining and quarrying";"Part-time";3;0
"K-1836 R?d?y";"15-74 years";"05-09 Mining and quarrying";"Full-time";16;0
"K-1836 R?d?y";"15-74 years";"41-43 Construction";"Part-time";4;0
"K-1836 R?d?y";"15-74 years";"41-43 Construction";"Full-time";22;10
"K-1836 R?d?y";"20-66 years";"00-99 All industries";"Part-time";190;141
"K-1836 R?d?y";"20-66 years";"00-99 All industries";"Full-time";279;218
"K-1836 R?d?y";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1836 R?d?y";"20-66 years";"05-09 Mining and quarrying";"Full-time";16;0
"K-1836 R?d?y";"20-66 years";"41-43 Construction";"Part-time";3;3
"K-1836 R?d?y";"20-66 years";"41-43 Construction";"Full-time";19;8
"K-1837 Mel?y";"15-74 years";"00-99 All industries";"Part-time";861;865
"K-1837 Mel?y";"15-74 years";"00-99 All industries";"Full-time";1923;1711
"K-1837 Mel?y";"15-74 years";"05-09 Mining and quarrying";"Part-time";6;3
"K-1837 Mel?y";"15-74 years";"05-09 Mining and quarrying";"Full-time";132;17
"K-1837 Mel?y";"15-74 years";"41-43 Construction";"Part-time";14;15
"K-1837 Mel?y";"15-74 years";"41-43 Construction";"Full-time";204;165
"K-1837 Mel?y";"20-66 years";"00-99 All industries";"Part-time";721;724
"K-1837 Mel?y";"20-66 years";"00-99 All industries";"Full-time";1842;1646
"K-1837 Mel?y";"20-66 years";"05-09 Mining and quarrying";"Part-time";3;0
"K-1837 Mel?y";"20-66 years";"05-09 Mining and quarrying";"Full-time";123;16
"K-1837 Mel?y";"20-66 years";"41-43 Construction";"Part-time";12;13
"K-1837 Mel?y";"20-66 years";"41-43 Construction";"Full-time";185;147
"K-1838 Gildesk?l";"15-74 years";"00-99 All industries";"Part-time";318;264
"K-1838 Gildesk?l";"15-74 years";"00-99 All industries";"Full-time";544;546
"K-1838 Gildesk?l";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1838 Gildesk?l";"15-74 years";"05-09 Mining and quarrying";"Full-time";10;0
"K-1838 Gildesk?l";"15-74 years";"41-43 Construction";"Part-time";13;16
"K-1838 Gildesk?l";"15-74 years";"41-43 Construction";"Full-time";79;88
"K-1838 Gildesk?l";"20-66 years";"00-99 All industries";"Part-time";278;235
"K-1838 Gildesk?l";"20-66 years";"00-99 All industries";"Full-time";506;508
"K-1838 Gildesk?l";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1838 Gildesk?l";"20-66 years";"05-09 Mining and quarrying";"Full-time";9;0
"K-1838 Gildesk?l";"20-66 years";"41-43 Construction";"Part-time";12;14
"K-1838 Gildesk?l";"20-66 years";"41-43 Construction";"Full-time";71;82
"K-1839 Beiarn";"15-74 years";"00-99 All industries";"Part-time";186;155
"K-1839 Beiarn";"15-74 years";"00-99 All industries";"Full-time";233;249
"K-1839 Beiarn";"15-74 years";"05-09 Mining and quarrying";"Part-time";3;0
"K-1839 Beiarn";"15-74 years";"05-09 Mining and quarrying";"Full-time";8;3
"K-1839 Beiarn";"15-74 years";"41-43 Construction";"Part-time";3;3
"K-1839 Beiarn";"15-74 years";"41-43 Construction";"Full-time";49;59
"K-1839 Beiarn";"20-66 years";"00-99 All industries";"Part-time";165;149
"K-1839 Beiarn";"20-66 years";"00-99 All industries";"Full-time";225;233
"K-1839 Beiarn";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;3
"K-1839 Beiarn";"20-66 years";"05-09 Mining and quarrying";"Full-time";8;3
"K-1839 Beiarn";"20-66 years";"41-43 Construction";"Part-time";0;0
"K-1839 Beiarn";"20-66 years";"41-43 Construction";"Full-time";48;58
"K-1840 Saltdal";"15-74 years";"00-99 All industries";"Part-time";782;725
"K-1840 Saltdal";"15-74 years";"00-99 All industries";"Full-time";1380;1244
"K-1840 Saltdal";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1840 Saltdal";"15-74 years";"05-09 Mining and quarrying";"Full-time";20;0
"K-1840 Saltdal";"15-74 years";"41-43 Construction";"Part-time";28;24
"K-1840 Saltdal";"15-74 years";"41-43 Construction";"Full-time";184;150
"K-1840 Saltdal";"20-66 years";"00-99 All industries";"Part-time";664;610
"K-1840 Saltdal";"20-66 years";"00-99 All industries";"Full-time";1317;1192
"K-1840 Saltdal";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1840 Saltdal";"20-66 years";"05-09 Mining and quarrying";"Full-time";20;0
"K-1840 Saltdal";"20-66 years";"41-43 Construction";"Part-time";23;19
"K-1840 Saltdal";"20-66 years";"41-43 Construction";"Full-time";170;138
"K-1841 Fauske - Fuosko";"15-74 years";"00-99 All industries";"Part-time";1330;1152
"K-1841 Fauske - Fuosko";"15-74 years";"00-99 All industries";"Full-time";3221;2709
"K-1841 Fauske - Fuosko";"15-74 years";"05-09 Mining and quarrying";"Part-time";8;3
"K-1841 Fauske - Fuosko";"15-74 years";"05-09 Mining and quarrying";"Full-time";74;5
"K-1841 Fauske - Fuosko";"15-74 years";"41-43 Construction";"Part-time";46;33
"K-1841 Fauske - Fuosko";"15-74 years";"41-43 Construction";"Full-time";469;377
"K-1841 Fauske - Fuosko";"20-66 years";"00-99 All industries";"Part-time";1130;952
"K-1841 Fauske - Fuosko";"20-66 years";"00-99 All industries";"Full-time";3080;2588
"K-1841 Fauske - Fuosko";"20-66 years";"05-09 Mining and quarrying";"Part-time";7;3
"K-1841 Fauske - Fuosko";"20-66 years";"05-09 Mining and quarrying";"Full-time";71;5
"K-1841 Fauske - Fuosko";"20-66 years";"41-43 Construction";"Part-time";40;27
"K-1841 Fauske - Fuosko";"20-66 years";"41-43 Construction";"Full-time";442;359
"K-1845 S?rfold";"15-74 years";"00-99 All industries";"Part-time";249;234
"K-1845 S?rfold";"15-74 years";"00-99 All industries";"Full-time";577;616
"K-1845 S?rfold";"15-74 years";"05-09 Mining and quarrying";"Part-time";3;0
"K-1845 S?rfold";"15-74 years";"05-09 Mining and quarrying";"Full-time";25;42
"K-1845 S?rfold";"15-74 years";"41-43 Construction";"Part-time";8;5
"K-1845 S?rfold";"15-74 years";"41-43 Construction";"Full-time";85;34
"K-1845 S?rfold";"20-66 years";"00-99 All industries";"Part-time";199;190
"K-1845 S?rfold";"20-66 years";"00-99 All industries";"Full-time";554;596
"K-1845 S?rfold";"20-66 years";"05-09 Mining and quarrying";"Part-time";3;0
"K-1845 S?rfold";"20-66 years";"05-09 Mining and quarrying";"Full-time";24;40
"K-1845 S?rfold";"20-66 years";"41-43 Construction";"Part-time";8;5
"K-1845 S?rfold";"20-66 years";"41-43 Construction";"Full-time";82;31
"K-1848 Steigen";"15-74 years";"00-99 All industries";"Part-time";402;357
"K-1848 Steigen";"15-74 years";"00-99 All industries";"Full-time";701;654
"K-1848 Steigen";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1848 Steigen";"15-74 years";"05-09 Mining and quarrying";"Full-time";10;0
"K-1848 Steigen";"15-74 years";"41-43 Construction";"Part-time";8;8
"K-1848 Steigen";"15-74 years";"41-43 Construction";"Full-time";75;52
"K-1848 Steigen";"20-66 years";"00-99 All industries";"Part-time";334;306
"K-1848 Steigen";"20-66 years";"00-99 All industries";"Full-time";673;625
"K-1848 Steigen";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1848 Steigen";"20-66 years";"05-09 Mining and quarrying";"Full-time";10;0
"K-1848 Steigen";"20-66 years";"41-43 Construction";"Part-time";4;3
"K-1848 Steigen";"20-66 years";"41-43 Construction";"Full-time";70;47
"K-1851 L?dingen";"15-74 years";"00-99 All industries";"Part-time";308;295
"K-1851 L?dingen";"15-74 years";"00-99 All industries";"Full-time";526;490
"K-1851 L?dingen";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1851 L?dingen";"15-74 years";"05-09 Mining and quarrying";"Full-time";9;0
"K-1851 L?dingen";"15-74 years";"41-43 Construction";"Part-time";16;18
"K-1851 L?dingen";"15-74 years";"41-43 Construction";"Full-time";62;59
"K-1851 L?dingen";"20-66 years";"00-99 All industries";"Part-time";260;253
"K-1851 L?dingen";"20-66 years";"00-99 All industries";"Full-time";495;462
"K-1851 L?dingen";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1851 L?dingen";"20-66 years";"05-09 Mining and quarrying";"Full-time";9;0
"K-1851 L?dingen";"20-66 years";"41-43 Construction";"Part-time";13;15
"K-1851 L?dingen";"20-66 years";"41-43 Construction";"Full-time";59;55
"K-1853 Evenes";"15-74 years";"00-99 All industries";"Part-time";194;201
"K-1853 Evenes";"15-74 years";"00-99 All industries";"Full-time";338;370
"K-1853 Evenes";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1853 Evenes";"15-74 years";"05-09 Mining and quarrying";"Full-time";3;0
"K-1853 Evenes";"15-74 years";"41-43 Construction";"Part-time";9;6
"K-1853 Evenes";"15-74 years";"41-43 Construction";"Full-time";64;59
"K-1853 Evenes";"20-66 years";"00-99 All industries";"Part-time";163;165
"K-1853 Evenes";"20-66 years";"00-99 All industries";"Full-time";314;346
"K-1853 Evenes";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1853 Evenes";"20-66 years";"05-09 Mining and quarrying";"Full-time";3;0
"K-1853 Evenes";"20-66 years";"41-43 Construction";"Part-time";8;5
"K-1853 Evenes";"20-66 years";"41-43 Construction";"Full-time";60;59
"K-1856 R?st";"15-74 years";"00-99 All industries";"Part-time";91;82
"K-1856 R?st";"15-74 years";"00-99 All industries";"Full-time";124;104
"K-1856 R?st";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1856 R?st";"15-74 years";"05-09 Mining and quarrying";"Full-time";3;0
"K-1856 R?st";"15-74 years";"41-43 Construction";"Part-time";3;3
"K-1856 R?st";"15-74 years";"41-43 Construction";"Full-time";12;7
"K-1856 R?st";"20-66 years";"00-99 All industries";"Part-time";88;75
"K-1856 R?st";"20-66 years";"00-99 All industries";"Full-time";109;98
"K-1856 R?st";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1856 R?st";"20-66 years";"05-09 Mining and quarrying";"Full-time";0;0
"K-1856 R?st";"20-66 years";"41-43 Construction";"Part-time";3;3
"K-1856 R?st";"20-66 years";"41-43 Construction";"Full-time";9;6
"K-1857 V?r?y";"15-74 years";"00-99 All industries";"Part-time";118;103
"K-1857 V?r?y";"15-74 years";"00-99 All industries";"Full-time";180;184
"K-1857 V?r?y";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1857 V?r?y";"15-74 years";"05-09 Mining and quarrying";"Full-time";0;0
"K-1857 V?r?y";"15-74 years";"41-43 Construction";"Part-time";3;0
"K-1857 V?r?y";"15-74 years";"41-43 Construction";"Full-time";15;12
"K-1857 V?r?y";"20-66 years";"00-99 All industries";"Part-time";106;100
"K-1857 V?r?y";"20-66 years";"00-99 All industries";"Full-time";176;177
"K-1857 V?r?y";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1857 V?r?y";"20-66 years";"05-09 Mining and quarrying";"Full-time";3;0
"K-1857 V?r?y";"20-66 years";"41-43 Construction";"Part-time";0;3
"K-1857 V?r?y";"20-66 years";"41-43 Construction";"Full-time";13;12
"K-1859 Flakstad";"15-74 years";"00-99 All industries";"Part-time";179;140
"K-1859 Flakstad";"15-74 years";"00-99 All industries";"Full-time";306;297
"K-1859 Flakstad";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1859 Flakstad";"15-74 years";"05-09 Mining and quarrying";"Full-time";3;0
"K-1859 Flakstad";"15-74 years";"41-43 Construction";"Part-time";8;4
"K-1859 Flakstad";"15-74 years";"41-43 Construction";"Full-time";52;53
"K-1859 Flakstad";"20-66 years";"00-99 All industries";"Part-time";152;123
"K-1859 Flakstad";"20-66 years";"00-99 All industries";"Full-time";291;280
"K-1859 Flakstad";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1859 Flakstad";"20-66 years";"05-09 Mining and quarrying";"Full-time";3;0
"K-1859 Flakstad";"20-66 years";"41-43 Construction";"Part-time";6;4
"K-1859 Flakstad";"20-66 years";"41-43 Construction";"Full-time";47;51
"K-1860 Vestv?g?y";"15-74 years";"00-99 All industries";"Part-time";1809;1703
"K-1860 Vestv?g?y";"15-74 years";"00-99 All industries";"Full-time";3360;3229
"K-1860 Vestv?g?y";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1860 Vestv?g?y";"15-74 years";"05-09 Mining and quarrying";"Full-time";34;5
"K-1860 Vestv?g?y";"15-74 years";"41-43 Construction";"Part-time";60;67
"K-1860 Vestv?g?y";"15-74 years";"41-43 Construction";"Full-time";540;530
"K-1860 Vestv?g?y";"20-66 years";"00-99 All industries";"Part-time";1520;1414
"K-1860 Vestv?g?y";"20-66 years";"00-99 All industries";"Full-time";3182;3049
"K-1860 Vestv?g?y";"20-66 years";"05-09 Mining and quarrying";"Part-time";3;0
"K-1860 Vestv?g?y";"20-66 years";"05-09 Mining and quarrying";"Full-time";34;5
"K-1860 Vestv?g?y";"20-66 years";"41-43 Construction";"Part-time";47;53
"K-1860 Vestv?g?y";"20-66 years";"41-43 Construction";"Full-time";508;493
"K-1865 V?gan";"15-74 years";"00-99 All industries";"Part-time";1350;1296
"K-1865 V?gan";"15-74 years";"00-99 All industries";"Full-time";3169;3123
"K-1865 V?gan";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1865 V?gan";"15-74 years";"05-09 Mining and quarrying";"Full-time";15;0
"K-1865 V?gan";"15-74 years";"41-43 Construction";"Part-time";47;43
"K-1865 V?gan";"15-74 years";"41-43 Construction";"Full-time";412;422
"K-1865 V?gan";"20-66 years";"00-99 All industries";"Part-time";1100;1042
"K-1865 V?gan";"20-66 years";"00-99 All industries";"Full-time";3004;2949
"K-1865 V?gan";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1865 V?gan";"20-66 years";"05-09 Mining and quarrying";"Full-time";15;0
"K-1865 V?gan";"20-66 years";"41-43 Construction";"Part-time";39;36
"K-1865 V?gan";"20-66 years";"41-43 Construction";"Full-time";383;394
"K-1866 Hadsel";"15-74 years";"00-99 All industries";"Part-time";1033;971
"K-1866 Hadsel";"15-74 years";"00-99 All industries";"Full-time";2659;2510
"K-1866 Hadsel";"15-74 years";"05-09 Mining and quarrying";"Part-time";4;3
"K-1866 Hadsel";"15-74 years";"05-09 Mining and quarrying";"Full-time";55;21
"K-1866 Hadsel";"15-74 years";"41-43 Construction";"Part-time";25;16
"K-1866 Hadsel";"15-74 years";"41-43 Construction";"Full-time";258;170
"K-1866 Hadsel";"20-66 years";"00-99 All industries";"Part-time";861;834
"K-1866 Hadsel";"20-66 years";"00-99 All industries";"Full-time";2545;2396
"K-1866 Hadsel";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1866 Hadsel";"20-66 years";"05-09 Mining and quarrying";"Full-time";54;20
"K-1866 Hadsel";"20-66 years";"41-43 Construction";"Part-time";22;14
"K-1866 Hadsel";"20-66 years";"41-43 Construction";"Full-time";245;161
"K-1867 B?";"15-74 years";"00-99 All industries";"Part-time";362;336
"K-1867 B?";"15-74 years";"00-99 All industries";"Full-time";579;506
"K-1867 B?";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1867 B?";"15-74 years";"05-09 Mining and quarrying";"Full-time";21;14
"K-1867 B?";"15-74 years";"41-43 Construction";"Part-time";13;15
"K-1867 B?";"15-74 years";"41-43 Construction";"Full-time";86;81
"K-1867 B?";"20-66 years";"00-99 All industries";"Part-time";308;283
"K-1867 B?";"20-66 years";"00-99 All industries";"Full-time";552;491
"K-1867 B?";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-1867 B?";"20-66 years";"05-09 Mining and quarrying";"Full-time";21;14
"K-1867 B?";"20-66 years";"41-43 Construction";"Part-time";11;10
"K-1867 B?";"20-66 years";"41-43 Construction";"Full-time";83;80
"K-1868 ?ksnes";"15-74 years";"00-99 All industries";"Part-time";695;628
"K-1868 ?ksnes";"15-74 years";"00-99 All industries";"Full-time";1164;1082
"K-1868 ?ksnes";"15-74 years";"05-09 Mining and quarrying";"Part-time";3;3
"K-1868 ?ksnes";"15-74 years";"05-09 Mining and quarrying";"Full-time";44;35
"K-1868 ?ksnes";"15-74 years";"41-43 Construction";"Part-time";16;20
"K-1868 ?ksnes";"15-74 years";"41-43 Construction";"Full-time";142;127
"K-1868 ?ksnes";"20-66 years";"00-99 All industries";"Part-time";593;546
"K-1868 ?ksnes";"20-66 years";"00-99 All industries";"Full-time";1091;1019
"K-1868 ?ksnes";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;3
"K-1868 ?ksnes";"20-66 years";"05-09 Mining and quarrying";"Full-time";43;35
"K-1868 ?ksnes";"20-66 years";"41-43 Construction";"Part-time";12;16
"K-1868 ?ksnes";"20-66 years";"41-43 Construction";"Full-time";134;121
"K-1870 Sortland - Suort?";"15-74 years";"00-99 All industries";"Part-time";1540;1544
"K-1870 Sortland - Suort?";"15-74 years";"00-99 All industries";"Full-time";3467;3527
"K-1870 Sortland - Suort?";"15-74 years";"05-09 Mining and quarrying";"Part-time";4;0
"K-1870 Sortland - Suort?";"15-74 years";"05-09 Mining and quarrying";"Full-time";78;27
"K-1870 Sortland - Suort?";"15-74 years";"41-43 Construction";"Part-time";62;68
"K-1870 Sortland - Suort?";"15-74 years";"41-43 Construction";"Full-time";489;527
"K-1870 Sortland - Suort?";"20-66 years";"00-99 All industries";"Part-time";1248;1222
"K-1870 Sortland - Suort?";"20-66 years";"00-99 All industries";"Full-time";3283;3332
"K-1870 Sortland - Suort?";"20-66 years";"05-09 Mining and quarrying";"Part-time";4;0
"K-1870 Sortland - Suort?";"20-66 years";"05-09 Mining and quarrying";"Full-time";74;25
