"region";"sex";"age";"Persons 2020"
"K-5056 Hitra";"Females";"50-66 years";516
"K-5056 Hitra";"Females";"67-79 years";325
"K-5056 Hitra";"Females";"80-89 years";123
"K-5056 Hitra";"Females";"90 years or older";22
"K-5057 ?rland";"Males";"0-17 years";1101
"K-5057 ?rland";"Males";"18-49 years";2020
"K-5057 ?rland";"Males";"50-66 years";1202
"K-5057 ?rland";"Males";"67-79 years";679
"K-5057 ?rland";"Males";"80-89 years";213
"K-5057 ?rland";"Males";"90 years or older";24
"K-5057 ?rland";"Females";"0-17 years";1016
"K-5057 ?rland";"Females";"18-49 years";1917
"K-5057 ?rland";"Females";"50-66 years";1163
"K-5057 ?rland";"Females";"67-79 years";663
"K-5057 ?rland";"Females";"80-89 years";255
"K-5057 ?rland";"Females";"90 years or older";70
"K-5058 ?fjord";"Males";"0-17 years";428
"K-5058 ?fjord";"Males";"18-49 years";755
"K-5058 ?fjord";"Males";"50-66 years";563
"K-5058 ?fjord";"Males";"67-79 years";335
"K-5058 ?fjord";"Males";"80-89 years";99
"K-5058 ?fjord";"Males";"90 years or older";19
"K-5058 ?fjord";"Females";"0-17 years";372
"K-5058 ?fjord";"Females";"18-49 years";737
"K-5058 ?fjord";"Females";"50-66 years";491
"K-5058 ?fjord";"Females";"67-79 years";313
"K-5058 ?fjord";"Females";"80-89 years";139
"K-5058 ?fjord";"Females";"90 years or older";37
"K-5059 Orkland";"Males";"0-17 years";1956
"K-5059 Orkland";"Males";"18-49 years";3542
"K-5059 Orkland";"Males";"50-66 years";2119
"K-5059 Orkland";"Males";"67-79 years";1228
"K-5059 Orkland";"Males";"80-89 years";344
"K-5059 Orkland";"Males";"90 years or older";55
"K-5059 Orkland";"Females";"0-17 years";1795
"K-5059 Orkland";"Females";"18-49 years";3316
"K-5059 Orkland";"Females";"50-66 years";2055
"K-5059 Orkland";"Females";"67-79 years";1208
"K-5059 Orkland";"Females";"80-89 years";445
"K-5059 Orkland";"Females";"90 years or older";154
"K-5060 N?r?ysund";"Males";"0-17 years";1097
"K-5060 N?r?ysund";"Males";"18-49 years";2048
"K-5060 N?r?ysund";"Males";"50-66 years";1083
"K-5060 N?r?ysund";"Males";"67-79 years";574
"K-5060 N?r?ysund";"Males";"80-89 years";187
"K-5060 N?r?ysund";"Males";"90 years or older";27
"K-5060 N?r?ysund";"Females";"0-17 years";987
"K-5060 N?r?ysund";"Females";"18-49 years";1762
"K-5060 N?r?ysund";"Females";"50-66 years";1004
"K-5060 N?r?ysund";"Females";"67-79 years";576
"K-5060 N?r?ysund";"Females";"80-89 years";214
"K-5060 N?r?ysund";"Females";"90 years or older";64
"K-5061 Rindal";"Males";"0-17 years";195
"K-5061 Rindal";"Males";"18-49 years";381
"K-5061 Rindal";"Males";"50-66 years";219
"K-5061 Rindal";"Males";"67-79 years";157
"K-5061 Rindal";"Males";"80-89 years";53
"K-5061 Rindal";"Males";"90 years or older";7
"K-5061 Rindal";"Females";"0-17 years";196
"K-5061 Rindal";"Females";"18-49 years";354
"K-5061 Rindal";"Females";"50-66 years";207
"K-5061 Rindal";"Females";"67-79 years";153
"K-5061 Rindal";"Females";"80-89 years";63
"K-5061 Rindal";"Females";"90 years or older";18
"K-1804 Bod?";"Males";"0-17 years";5555
"K-1804 Bod?";"Males";"18-49 years";11828
"K-1804 Bod?";"Males";"50-66 years";5499
"K-1804 Bod?";"Males";"67-79 years";2635
"K-1804 Bod?";"Males";"80-89 years";707
"K-1804 Bod?";"Males";"90 years or older";104
"K-1804 Bod?";"Females";"0-17 years";5225
"K-1804 Bod?";"Females";"18-49 years";11314
"K-1804 Bod?";"Females";"50-66 years";5518
"K-1804 Bod?";"Females";"67-79 years";2796
"K-1804 Bod?";"Females";"80-89 years";949
"K-1804 Bod?";"Females";"90 years or older";227
"K-1806 Narvik";"Males";"0-17 years";2142
"K-1806 Narvik";"Males";"18-49 years";4405
"K-1806 Narvik";"Males";"50-66 years";2635
"K-1806 Narvik";"Males";"67-79 years";1432
"K-1806 Narvik";"Males";"80-89 years";400
"K-1806 Narvik";"Males";"90 years or older";63
"K-1806 Narvik";"Females";"0-17 years";2038
"K-1806 Narvik";"Females";"18-49 years";3996
"K-1806 Narvik";"Females";"50-66 years";2562
"K-1806 Narvik";"Females";"67-79 years";1396
"K-1806 Narvik";"Females";"80-89 years";597
"K-1806 Narvik";"Females";"90 years or older";179
"K-1811 Bindal";"Males";"0-17 years";154
"K-1811 Bindal";"Males";"18-49 years";224
"K-1811 Bindal";"Males";"50-66 years";185
"K-1811 Bindal";"Males";"67-79 years";135
"K-1811 Bindal";"Males";"80-89 years";38
"K-1811 Bindal";"Males";"90 years or older";6
"K-1811 Bindal";"Females";"0-17 years";117
"K-1811 Bindal";"Females";"18-49 years";207
"K-1811 Bindal";"Females";"50-66 years";172
"K-1811 Bindal";"Females";"67-79 years";133
"K-1811 Bindal";"Females";"80-89 years";41
"K-1811 Bindal";"Females";"90 years or older";14
"K-1812 S?mna";"Males";"0-17 years";209
"K-1812 S?mna";"Males";"18-49 years";364
"K-1812 S?mna";"Males";"50-66 years";242
"K-1812 S?mna";"Males";"67-79 years";137
"K-1812 S?mna";"Males";"80-89 years";46
"K-1812 S?mna";"Males";"90 years or older";9
"K-1812 S?mna";"Females";"0-17 years";179
"K-1812 S?mna";"Females";"18-49 years";340
"K-1812 S?mna";"Females";"50-66 years";234
"K-1812 S?mna";"Females";"67-79 years";150
"K-1812 S?mna";"Females";"80-89 years";54
"K-1812 S?mna";"Females";"90 years or older";11
"K-1813 Br?nn?y";"Males";"0-17 years";830
"K-1813 Br?nn?y";"Males";"18-49 years";1550
"K-1813 Br?nn?y";"Males";"50-66 years";941
"K-1813 Br?nn?y";"Males";"67-79 years";470
"K-1813 Br?nn?y";"Males";"80-89 years";130
"K-1813 Br?nn?y";"Males";"90 years or older";18
"K-1813 Br?nn?y";"Females";"0-17 years";840
"K-1813 Br?nn?y";"Females";"18-49 years";1511
"K-1813 Br?nn?y";"Females";"50-66 years";925
"K-1813 Br?nn?y";"Females";"67-79 years";471
"K-1813 Br?nn?y";"Females";"80-89 years";189
"K-1813 Br?nn?y";"Females";"90 years or older";42
"K-1815 Vega";"Males";"0-17 years";119
"K-1815 Vega";"Males";"18-49 years";210
"K-1815 Vega";"Males";"50-66 years";159
"K-1815 Vega";"Males";"67-79 years";108
"K-1815 Vega";"Males";"80-89 years";21
"K-1815 Vega";"Males";"90 years or older";8
"K-1815 Vega";"Females";"0-17 years";94
"K-1815 Vega";"Females";"18-49 years";187
"K-1815 Vega";"Females";"50-66 years";148
"K-1815 Vega";"Females";"67-79 years";90
"K-1815 Vega";"Females";"80-89 years";42
"K-1815 Vega";"Females";"90 years or older";14
"K-1816 Vevelstad";"Males";"0-17 years";43
"K-1816 Vevelstad";"Males";"18-49 years";85
"K-1816 Vevelstad";"Males";"50-66 years";55
"K-1816 Vevelstad";"Males";"67-79 years";49
"K-1816 Vevelstad";"Males";"80-89 years";12
"K-1816 Vevelstad";"Males";"90 years or older";1
"K-1816 Vevelstad";"Females";"0-17 years";35
"K-1816 Vevelstad";"Females";"18-49 years";65
"K-1816 Vevelstad";"Females";"50-66 years";62
"K-1816 Vevelstad";"Females";"67-79 years";41
"K-1816 Vevelstad";"Females";"80-89 years";11
"K-1816 Vevelstad";"Females";"90 years or older";3
"K-1818 Her?y (Nordland)";"Males";"0-17 years";189
"K-1818 Her?y (Nordland)";"Males";"18-49 years";331
"K-1818 Her?y (Nordland)";"Males";"50-66 years";232
"K-1818 Her?y (Nordland)";"Males";"67-79 years";143
"K-1818 Her?y (Nordland)";"Males";"80-89 years";23
"K-1818 Her?y (Nordland)";"Males";"90 years or older";2
"K-1818 Her?y (Nordland)";"Females";"0-17 years";174
"K-1818 Her?y (Nordland)";"Females";"18-49 years";295
"K-1818 Her?y (Nordland)";"Females";"50-66 years";199
"K-1818 Her?y (Nordland)";"Females";"67-79 years";131
"K-1818 Her?y (Nordland)";"Females";"80-89 years";43
"K-1818 Her?y (Nordland)";"Females";"90 years or older";15
"K-1820 Alstahaug";"Males";"0-17 years";783
"K-1820 Alstahaug";"Males";"18-49 years";1437
"K-1820 Alstahaug";"Males";"50-66 years";879
"K-1820 Alstahaug";"Males";"67-79 years";496
"K-1820 Alstahaug";"Males";"80-89 years";132
"K-1820 Alstahaug";"Males";"90 years or older";26
"K-1820 Alstahaug";"Females";"0-17 years";689
"K-1820 Alstahaug";"Females";"18-49 years";1437
"K-1820 Alstahaug";"Females";"50-66 years";861
"K-1820 Alstahaug";"Females";"67-79 years";517
"K-1820 Alstahaug";"Females";"80-89 years";159
"K-1820 Alstahaug";"Females";"90 years or older";31
"K-1822 Leirfjord";"Males";"0-17 years";263
"K-1822 Leirfjord";"Males";"18-49 years";435
"K-1822 Leirfjord";"Males";"50-66 years";289
"K-1822 Leirfjord";"Males";"67-79 years";163
"K-1822 Leirfjord";"Males";"80-89 years";31
"K-1822 Leirfjord";"Males";"90 years or older";8
"K-1822 Leirfjord";"Females";"0-17 years";251
"K-1822 Leirfjord";"Females";"18-49 years";404
"K-1822 Leirfjord";"Females";"50-66 years";252
"K-1822 Leirfjord";"Females";"67-79 years";117
"K-1822 Leirfjord";"Females";"80-89 years";56
"K-1822 Leirfjord";"Females";"90 years or older";25
"K-1824 Vefsn";"Males";"0-17 years";1346
"K-1824 Vefsn";"Males";"18-49 years";2577
"K-1824 Vefsn";"Males";"50-66 years";1630
"K-1824 Vefsn";"Males";"67-79 years";904
"K-1824 Vefsn";"Males";"80-89 years";301
"K-1824 Vefsn";"Males";"90 years or older";48
"K-1824 Vefsn";"Females";"0-17 years";1204
"K-1824 Vefsn";"Females";"18-49 years";2480
"K-1824 Vefsn";"Females";"50-66 years";1484
"K-1824 Vefsn";"Females";"67-79 years";862
"K-1824 Vefsn";"Females";"80-89 years";338
"K-1824 Vefsn";"Females";"90 years or older";104
"K-1825 Grane";"Males";"0-17 years";146
"K-1825 Grane";"Males";"18-49 years";274
"K-1825 Grane";"Males";"50-66 years";190
"K-1825 Grane";"Males";"67-79 years";124
"K-1825 Grane";"Males";"80-89 years";52
"K-1825 Grane";"Males";"90 years or older";6
"K-1825 Grane";"Females";"0-17 years";131
"K-1825 Grane";"Females";"18-49 years";249
"K-1825 Grane";"Females";"50-66 years";156
"K-1825 Grane";"Females";"67-79 years";105
"K-1825 Grane";"Females";"80-89 years";37
"K-1825 Grane";"Females";"90 years or older";12
"K-1826 Hattfjelldal";"Males";"0-17 years";126
"K-1826 Hattfjelldal";"Males";"18-49 years";231
"K-1826 Hattfjelldal";"Males";"50-66 years";158
"K-1826 Hattfjelldal";"Males";"67-79 years";118
"K-1826 Hattfjelldal";"Males";"80-89 years";35
"K-1826 Hattfjelldal";"Males";"90 years or older";9
"K-1826 Hattfjelldal";"Females";"0-17 years";100
"K-1826 Hattfjelldal";"Females";"18-49 years";209
"K-1826 Hattfjelldal";"Females";"50-66 years";142
"K-1826 Hattfjelldal";"Females";"67-79 years";119
"K-1826 Hattfjelldal";"Females";"80-89 years";42
"K-1826 Hattfjelldal";"Females";"90 years or older";8
"K-1827 D?nna";"Males";"0-17 years";134
"K-1827 D?nna";"Males";"18-49 years";247
"K-1827 D?nna";"Males";"50-66 years";170
"K-1827 D?nna";"Males";"67-79 years";125
"K-1827 D?nna";"Males";"80-89 years";29
"K-1827 D?nna";"Males";"90 years or older";5
"K-1827 D?nna";"Females";"0-17 years";128
"K-1827 D?nna";"Females";"18-49 years";211
"K-1827 D?nna";"Females";"50-66 years";173
"K-1827 D?nna";"Females";"67-79 years";103
"K-1827 D?nna";"Females";"80-89 years";35
"K-1827 D?nna";"Females";"90 years or older";11
"K-1828 Nesna";"Males";"0-17 years";185
"K-1828 Nesna";"Males";"18-49 years";360
"K-1828 Nesna";"Males";"50-66 years";222
"K-1828 Nesna";"Males";"67-79 years";112
"K-1828 Nesna";"Males";"80-89 years";30
"K-1828 Nesna";"Males";"90 years or older";3
"K-1828 Nesna";"Females";"0-17 years";164
"K-1828 Nesna";"Females";"18-49 years";331
"K-1828 Nesna";"Females";"50-66 years";187
"K-1828 Nesna";"Females";"67-79 years";105
"K-1828 Nesna";"Females";"80-89 years";48
"K-1828 Nesna";"Females";"90 years or older";14
"K-1832 Hemnes";"Males";"0-17 years";472
"K-1832 Hemnes";"Males";"18-49 years";851
"K-1832 Hemnes";"Males";"50-66 years";540
"K-1832 Hemnes";"Males";"67-79 years";324
"K-1832 Hemnes";"Males";"80-89 years";107
"K-1832 Hemnes";"Males";"90 years or older";15
"K-1832 Hemnes";"Females";"0-17 years";387
"K-1832 Hemnes";"Females";"18-49 years";759
"K-1832 Hemnes";"Females";"50-66 years";478
"K-1832 Hemnes";"Females";"67-79 years";341
"K-1832 Hemnes";"Females";"80-89 years";131
"K-1832 Hemnes";"Females";"90 years or older";49
"K-1833 Rana";"Males";"0-17 years";2685
"K-1833 Rana";"Males";"18-49 years";5297
"K-1833 Rana";"Males";"50-66 years";3146
"K-1833 Rana";"Males";"67-79 years";1604
"K-1833 Rana";"Males";"80-89 years";442
"K-1833 Rana";"Males";"90 years or older";74
"K-1833 Rana";"Females";"0-17 years";2510
"K-1833 Rana";"Females";"18-49 years";5005
"K-1833 Rana";"Females";"50-66 years";2972
"K-1833 Rana";"Females";"67-79 years";1600
"K-1833 Rana";"Females";"80-89 years";655
"K-1833 Rana";"Females";"90 years or older";194
"K-1834 Lur?y";"Males";"0-17 years";188
"K-1834 Lur?y";"Males";"18-49 years";356
"K-1834 Lur?y";"Males";"50-66 years";229
"K-1834 Lur?y";"Males";"67-79 years";155
"K-1834 Lur?y";"Males";"80-89 years";46
"K-1834 Lur?y";"Males";"90 years or older";5
"K-1834 Lur?y";"Females";"0-17 years";168
"K-1834 Lur?y";"Females";"18-49 years";320
"K-1834 Lur?y";"Females";"50-66 years";215
"K-1834 Lur?y";"Females";"67-79 years";132
"K-1834 Lur?y";"Females";"80-89 years";61
"K-1834 Lur?y";"Females";"90 years or older";15
"K-1835 Tr?na";"Males";"0-17 years";41
"K-1835 Tr?na";"Males";"18-49 years";91
"K-1835 Tr?na";"Males";"50-66 years";58
"K-1835 Tr?na";"Males";"67-79 years";31
"K-1835 Tr?na";"Males";"80-89 years";7
"K-1835 Tr?na";"Males";"90 years or older";2
"K-1835 Tr?na";"Females";"0-17 years";33
"K-1835 Tr?na";"Females";"18-49 years";92
"K-1835 Tr?na";"Females";"50-66 years";45
"K-1835 Tr?na";"Females";"67-79 years";24
"K-1835 Tr?na";"Females";"80-89 years";8
"K-1835 Tr?na";"Females";"90 years or older";3
"K-1836 R?d?y";"Males";"0-17 years";118
"K-1836 R?d?y";"Males";"18-49 years";225
"K-1836 R?d?y";"Males";"50-66 years";156
"K-1836 R?d?y";"Males";"67-79 years";92
"K-1836 R?d?y";"Males";"80-89 years";27
"K-1836 R?d?y";"Males";"90 years or older";2
"K-1836 R?d?y";"Females";"0-17 years";133
"K-1836 R?d?y";"Females";"18-49 years";213
"K-1836 R?d?y";"Females";"50-66 years";123
"K-1836 R?d?y";"Females";"67-79 years";85
"K-1836 R?d?y";"Females";"80-89 years";33
"K-1836 R?d?y";"Females";"90 years or older";6
"K-1837 Mel?y";"Males";"0-17 years";668
"K-1837 Mel?y";"Males";"18-49 years";1193
"K-1837 Mel?y";"Males";"50-66 years";771
"K-1837 Mel?y";"Males";"67-79 years";423
"K-1837 Mel?y";"Males";"80-89 years";127
"K-1837 Mel?y";"Males";"90 years or older";26
"K-1837 Mel?y";"Females";"0-17 years";615
"K-1837 Mel?y";"Females";"18-49 years";1127
"K-1837 Mel?y";"Females";"50-66 years";687
"K-1837 Mel?y";"Females";"67-79 years";431
"K-1837 Mel?y";"Females";"80-89 years";156
"K-1837 Mel?y";"Females";"90 years or older";64
"K-1838 Gildesk?l";"Males";"0-17 years";162
"K-1838 Gildesk?l";"Males";"18-49 years";354
"K-1838 Gildesk?l";"Males";"50-66 years";244
"K-1838 Gildesk?l";"Males";"67-79 years";171
"K-1838 Gildesk?l";"Males";"80-89 years";45
"K-1838 Gildesk?l";"Males";"90 years or older";4
"K-1838 Gildesk?l";"Females";"0-17 years";176
"K-1838 Gildesk?l";"Females";"18-49 years";314
"K-1838 Gildesk?l";"Females";"50-66 years";243
"K-1838 Gildesk?l";"Females";"67-79 years";149
"K-1838 Gildesk?l";"Females";"80-89 years";64
"K-1838 Gildesk?l";"Females";"90 years or older";24
"K-1839 Beiarn";"Males";"0-17 years";82
"K-1839 Beiarn";"Males";"18-49 years";165
"K-1839 Beiarn";"Males";"50-66 years";143
"K-1839 Beiarn";"Males";"67-79 years";102
"K-1839 Beiarn";"Males";"80-89 years";36
"K-1839 Beiarn";"Males";"90 years or older";6
"K-1839 Beiarn";"Females";"0-17 years";72
"K-1839 Beiarn";"Females";"18-49 years";147
"K-1839 Beiarn";"Females";"50-66 years";126
"K-1839 Beiarn";"Females";"67-79 years";90
"K-1839 Beiarn";"Females";"80-89 years";39
"K-1839 Beiarn";"Females";"90 years or older";9
"K-1840 Saltdal";"Males";"0-17 years";489
"K-1840 Saltdal";"Males";"18-49 years";835
"K-1840 Saltdal";"Males";"50-66 years";570
"K-1840 Saltdal";"Males";"67-79 years";377
"K-1840 Saltdal";"Males";"80-89 years";87
"K-1840 Saltdal";"Males";"90 years or older";18
"K-1840 Saltdal";"Females";"0-17 years";429
"K-1840 Saltdal";"Females";"18-49 years";785
"K-1840 Saltdal";"Females";"50-66 years";568
"K-1840 Saltdal";"Females";"67-79 years";364
"K-1840 Saltdal";"Females";"80-89 years";116
"K-1840 Saltdal";"Females";"90 years or older";33
"K-1841 Fauske - Fuosko";"Males";"0-17 years";926
"K-1841 Fauske - Fuosko";"Males";"18-49 years";1955
"K-1841 Fauske - Fuosko";"Males";"50-66 years";1144
"K-1841 Fauske - Fuosko";"Males";"67-79 years";681
"K-1841 Fauske - Fuosko";"Males";"80-89 years";176
"K-1841 Fauske - Fuosko";"Males";"90 years or older";28
"K-1841 Fauske - Fuosko";"Females";"0-17 years";897
"K-1841 Fauske - Fuosko";"Females";"18-49 years";1786
"K-1841 Fauske - Fuosko";"Females";"50-66 years";1139
"K-1841 Fauske - Fuosko";"Females";"67-79 years";708
"K-1841 Fauske - Fuosko";"Females";"80-89 years";226
"K-1841 Fauske - Fuosko";"Females";"90 years or older";73
"K-1845 S?rfold";"Males";"0-17 years";190
"K-1845 S?rfold";"Males";"18-49 years";338
"K-1845 S?rfold";"Males";"50-66 years";239
"K-1845 S?rfold";"Males";"67-79 years";179
"K-1845 S?rfold";"Males";"80-89 years";45
"K-1845 S?rfold";"Males";"90 years or older";5
"K-1845 S?rfold";"Females";"0-17 years";173
"K-1845 S?rfold";"Females";"18-49 years";304
"K-1845 S?rfold";"Females";"50-66 years";216
"K-1845 S?rfold";"Females";"67-79 years";164
"K-1845 S?rfold";"Females";"80-89 years";51
"K-1845 S?rfold";"Females";"90 years or older";22
"K-1848 Steigen";"Males";"0-17 years";228
"K-1848 Steigen";"Males";"18-49 years";472
"K-1848 Steigen";"Males";"50-66 years";316
"K-1848 Steigen";"Males";"67-79 years";238
"K-1848 Steigen";"Males";"80-89 years";59
"K-1848 Steigen";"Males";"90 years or older";10
"K-1848 Steigen";"Females";"0-17 years";237
"K-1848 Steigen";"Females";"18-49 years";446
"K-1848 Steigen";"Females";"50-66 years";293
"K-1848 Steigen";"Females";"67-79 years";213
"K-1848 Steigen";"Females";"80-89 years";69
"K-1848 Steigen";"Females";"90 years or older";27
"K-1851 L?dingen";"Males";"0-17 years";149
"K-1851 L?dingen";"Males";"18-49 years";321
"K-1851 L?dingen";"Males";"50-66 years";288
"K-1851 L?dingen";"Males";"67-79 years";181
"K-1851 L?dingen";"Males";"80-89 years";53
"K-1851 L?dingen";"Males";"90 years or older";8
"K-1851 L?dingen";"Females";"0-17 years";170
"K-1851 L?dingen";"Females";"18-49 years";327
"K-1851 L?dingen";"Females";"50-66 years";264
"K-1851 L?dingen";"Females";"67-79 years";177
"K-1851 L?dingen";"Females";"80-89 years";71
"K-1851 L?dingen";"Females";"90 years or older";25
"K-1853 Evenes";"Males";"0-17 years";114
"K-1853 Evenes";"Males";"18-49 years";233
"K-1853 Evenes";"Males";"50-66 years";171
"K-1853 Evenes";"Males";"67-79 years";138
"K-1853 Evenes";"Males";"80-89 years";22
"K-1853 Evenes";"Males";"90 years or older";3
"K-1853 Evenes";"Females";"0-17 years";112
"K-1853 Evenes";"Females";"18-49 years";202
"K-1853 Evenes";"Females";"50-66 years";165
"K-1853 Evenes";"Females";"67-79 years";126
"K-1853 Evenes";"Females";"80-89 years";44
"K-1853 Evenes";"Females";"90 years or older";18
"K-1856 R?st";"Males";"0-17 years";35
"K-1856 R?st";"Males";"18-49 years";97
"K-1856 R?st";"Males";"50-66 years";75
"K-1856 R?st";"Males";"67-79 years";30
"K-1856 R?st";"Males";"80-89 years";14
"K-1856 R?st";"Males";"90 years or older";0
"K-1856 R?st";"Females";"0-17 years";41
"K-1856 R?st";"Females";"18-49 years";84
"K-1856 R?st";"Females";"50-66 years";67
"K-1856 R?st";"Females";"67-79 years";31
"K-1856 R?st";"Females";"80-89 years";17
"K-1856 R?st";"Females";"90 years or older";7
"K-1857 V?r?y";"Males";"0-17 years";66
"K-1857 V?r?y";"Males";"18-49 years";150
"K-1857 V?r?y";"Males";"50-66 years";90
"K-1857 V?r?y";"Males";"67-79 years";51
"K-1857 V?r?y";"Males";"80-89 years";19
"K-1857 V?r?y";"Males";"90 years or older";3
"K-1857 V?r?y";"Females";"0-17 years";68
"K-1857 V?r?y";"Females";"18-49 years";128
"K-1857 V?r?y";"Females";"50-66 years";77
"K-1857 V?r?y";"Females";"67-79 years";50
"K-1857 V?r?y";"Females";"80-89 years";22
"K-1857 V?r?y";"Females";"90 years or older";4
"K-1859 Flakstad";"Males";"0-17 years";115
"K-1859 Flakstad";"Males";"18-49 years";231
"K-1859 Flakstad";"Males";"50-66 years";162
"K-1859 Flakstad";"Males";"67-79 years";99
"K-1859 Flakstad";"Males";"80-89 years";39
"K-1859 Flakstad";"Males";"90 years or older";4
"K-1859 Flakstad";"Females";"0-17 years";95
"K-1859 Flakstad";"Females";"18-49 years";209
"K-1859 Flakstad";"Females";"50-66 years";160
"K-1859 Flakstad";"Females";"67-79 years";91
"K-1859 Flakstad";"Females";"80-89 years";56
"K-1859 Flakstad";"Females";"90 years or older";11
"K-1860 Vestv?g?y";"Males";"0-17 years";1248
"K-1860 Vestv?g?y";"Males";"18-49 years";2264
"K-1860 Vestv?g?y";"Males";"50-66 years";1279
"K-1860 Vestv?g?y";"Males";"67-79 years";724
"K-1860 Vestv?g?y";"Males";"80-89 years";179
"K-1860 Vestv?g?y";"Males";"90 years or older";35
"K-1860 Vestv?g?y";"Females";"0-17 years";1215
"K-1860 Vestv?g?y";"Females";"18-49 years";2174
"K-1860 Vestv?g?y";"Females";"50-66 years";1242
"K-1860 Vestv?g?y";"Females";"67-79 years";708
"K-1860 Vestv?g?y";"Females";"80-89 years";287
"K-1860 Vestv?g?y";"Females";"90 years or older";78
"K-1865 V?gan";"Males";"0-17 years";957
"K-1865 V?gan";"Males";"18-49 years";2002
"K-1865 V?gan";"Males";"50-66 years";1108
"K-1865 V?gan";"Males";"67-79 years";636
"K-1865 V?gan";"Males";"80-89 years";144
"K-1865 V?gan";"Males";"90 years or older";29
"K-1865 V?gan";"Females";"0-17 years";990
"K-1865 V?gan";"Females";"18-49 years";1854
"K-1865 V?gan";"Females";"50-66 years";1023
"K-1865 V?gan";"Females";"67-79 years";620
"K-1865 V?gan";"Females";"80-89 years";187
"K-1865 V?gan";"Females";"90 years or older";58
"K-1866 Hadsel";"Males";"0-17 years";791
"K-1866 Hadsel";"Males";"18-49 years";1602
"K-1866 Hadsel";"Males";"50-66 years";949
"K-1866 Hadsel";"Males";"67-79 years";591
"K-1866 Hadsel";"Males";"80-89 years";155
"K-1866 Hadsel";"Males";"90 years or older";22
"K-1866 Hadsel";"Females";"0-17 years";744
"K-1866 Hadsel";"Females";"18-49 years";1458
"K-1866 Hadsel";"Females";"50-66 years";896
"K-1866 Hadsel";"Females";"67-79 years";601
"K-1866 Hadsel";"Females";"80-89 years";194
"K-1866 Hadsel";"Females";"90 years or older";58
"K-1867 B?";"Males";"0-17 years";228
"K-1867 B?";"Males";"18-49 years";411
"K-1867 B?";"Males";"50-66 years";355
"K-1867 B?";"Males";"67-79 years";225
"K-1867 B?";"Males";"80-89 years";74
"K-1867 B?";"Males";"90 years or older";7
"K-1867 B?";"Females";"0-17 years";175
"K-1867 B?";"Females";"18-49 years";398
"K-1867 B?";"Females";"50-66 years";331
"K-1867 B?";"Females";"67-79 years";216
"K-1867 B?";"Females";"80-89 years";113
"K-1867 B?";"Females";"90 years or older";36
"K-1868 ?ksnes";"Males";"0-17 years";400
"K-1868 ?ksnes";"Males";"18-49 years";902
"K-1868 ?ksnes";"Males";"50-66 years";570
"K-1868 ?ksnes";"Males";"67-79 years";277
"K-1868 ?ksnes";"Males";"80-89 years";91
"K-1868 ?ksnes";"Males";"90 years or older";13
"K-1868 ?ksnes";"Females";"0-17 years";416
"K-1868 ?ksnes";"Females";"18-49 years";790
"K-1868 ?ksnes";"Females";"50-66 years";508
"K-1868 ?ksnes";"Females";"67-79 years";292
"K-1868 ?ksnes";"Females";"80-89 years";124
"K-1868 ?ksnes";"Females";"90 years or older";27
"K-1870 Sortland - Suort?";"Males";"0-17 years";1155
"K-1870 Sortland - Suort?";"Males";"18-49 years";2266
"K-1870 Sortland - Suort?";"Males";"50-66 years";1160
"K-1870 Sortland - Suort?";"Males";"67-79 years";632
"K-1870 Sortland - Suort?";"Males";"80-89 years";142
"K-1870 Sortland - Suort?";"Males";"90 years or older";24
"K-1870 Sortland - Suort?";"Females";"0-17 years";1075
"K-1870 Sortland - Suort?";"Females";"18-49 years";2041
"K-1870 Sortland - Suort?";"Females";"50-66 years";1159
"K-1870 Sortland - Suort?";"Females";"67-79 years";639
"K-1870 Sortland - Suort?";"Females";"80-89 years";199
"K-1870 Sortland - Suort?";"Females";"90 years or older";74
"K-1871 And?y";"Males";"0-17 years";430
"K-1871 And?y";"Males";"18-49 years";849
"K-1871 And?y";"Males";"50-66 years";581
"K-1871 And?y";"Males";"67-79 years";393
"K-1871 And?y";"Males";"80-89 years";114
"K-1871 And?y";"Males";"90 years or older";18
"K-1871 And?y";"Females";"0-17 years";370
"K-1871 And?y";"Females";"18-49 years";782
"K-1871 And?y";"Females";"50-66 years";554
"K-1871 And?y";"Females";"67-79 years";378
"K-1871 And?y";"Females";"80-89 years";151
"K-1871 And?y";"Females";"90 years or older";43
"K-1874 Moskenes";"Males";"0-17 years";75
"K-1874 Moskenes";"Males";"18-49 years";220
"K-1874 Moskenes";"Males";"50-66 years";131
"K-1874 Moskenes";"Males";"67-79 years";75
"K-1874 Moskenes";"Males";"80-89 years";38
"K-1874 Moskenes";"Males";"90 years or older";5
"K-1874 Moskenes";"Females";"0-17 years";67
"K-1874 Moskenes";"Females";"18-49 years";178
"K-1874 Moskenes";"Females";"50-66 years";108
"K-1874 Moskenes";"Females";"67-79 years";73
"K-1874 Moskenes";"Females";"80-89 years";38
"K-1874 Moskenes";"Females";"90 years or older";7
"K-1875 Hamar?y";"Males";"0-17 years";239
"K-1875 Hamar?y";"Males";"18-49 years";550
"K-1875 Hamar?y";"Males";"50-66 years";343
"K-1875 Hamar?y";"Males";"67-79 years";258
"K-1875 Hamar?y";"Males";"80-89 years";56
"K-1875 Hamar?y";"Males";"90 years or older";14
"K-1875 Hamar?y";"Females";"0-17 years";240
"K-1875 Hamar?y";"Females";"18-49 years";410
"K-1875 Hamar?y";"Females";"50-66 years";326
